q,pi,support_size,validation_log_loss,validation_log_loss_se,support,base_method,chosen,dataset,scenario,data_seed,split_seed
4,0.9,4,0.19497223144279507,0.011488340037330904,0-1;2-3;4-5-6;7-8-9,shil,True,S05,S05,1201,1201
4,0.9,4,0.19497223144279507,0.011488340037330904,0-1;2-3;4-5-6;7-8-9,l1,True,S05,S05,1201,1201
4,0.9,4,0.24279804851541797,0.014512094612972709,0-1;2-3;4-5-6;7-8-9,shil,True,S05,S05,1213,1213
4,0.9,4,0.24279804851541797,0.014512094612972709,0-1;2-3;4-5-6;7-8-9,l1,True,S05,S05,1213,1213
4,0.9,4,0.2343973224141538,0.013020615222923488,0-1;2-3;4-5-6;7-8-9,shil,True,S05,S05,1231,1231
4,0.9,4,0.2343973224141538,0.013020615222923488,0-1;2-3;4-5-6;7-8-9,l1,True,S05,S05,1231,1231
4,0.9,4,0.2470026579688029,0.013986792414001064,0-1;2-3;4-5-6;7-8-9,shil,True,S05,S05,1249,1249
4,0.9,4,0.2470026579688029,0.013986792414001064,0-1;2-3;4-5-6;7-8-9,l1,True,S05,S05,1249,1249
4,0.9,4,0.23045253774006974,0.013783169855044582,0-1;2-3;4-5-6;7-8-9,shil,True,S05,S05,1277,1277
4,0.9,4,0.23045253774006974,0.013783169855044582,0-1;2-3;4-5-6;7-8-9,l1,True,S05,S05,1277,1277
4,0.9,4,0.21419817372187347,0.016529816966272547,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1103,1103
4,0.9,4,0.21419817372187347,0.016529816966272547,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1103,1103
4,0.9,4,0.20515591207121794,0.01719128914660339,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1129,1129
4,0.9,4,0.20515591207121794,0.01719128914660339,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1129,1129
4,0.9,4,0.23064214347219328,0.01846340680730914,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1151,1151
4,0.9,4,0.23064214347219328,0.01846340680730914,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1151,1151
4,0.9,4,0.2694130881089244,0.023268418454927775,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1171,1171
4,0.9,4,0.2694130881089244,0.023268418454927775,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1171,1171
4,0.9,4,0.22127031335635722,0.019224749937035185,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1181,1181
4,0.9,4,0.22127031335635722,0.019224749937035185,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1181,1181
4,0.9,4,0.23544189933899032,0.01995754078503439,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1201,1201
4,0.9,4,0.23544189933899032,0.01995754078503439,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1201,1201
4,0.9,4,0.31581581177038953,0.027030042019933625,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1213,1213
4,0.9,4,0.31581581177038953,0.027030042019933625,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1213,1213
4,0.9,4,0.21625070100749047,0.018078868481225852,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1231,1231
4,0.9,4,0.21625070100749047,0.018078868481225852,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1231,1231
4,0.9,4,0.24103357396363906,0.01833371687122695,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1249,1249
4,0.9,4,0.24103357396363906,0.01833371687122695,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1249,1249
4,0.9,4,0.20977857048781107,0.017544221211065976,0-1;2-3;4-5-6;7-8-9,shil,True,S06,S06,1277,1277
4,0.9,4,0.20977857048781107,0.017544221211065976,0-1;2-3;4-5-6;7-8-9,l1,True,S06,S06,1277,1277
4,0.9,4,0.45130309683798026,0.021457081152799633,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1103,1103
4,0.9,4,0.45130309683798026,0.021457081152799633,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1103,1103
4,0.9,4,0.4905427091217765,0.021502057959406403,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1129,1129
4,0.9,4,0.4905427091217765,0.021502057959406403,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1129,1129
4,0.9,4,0.4903025412852939,0.023645519005041655,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1151,1151
4,0.9,4,0.4903025412852939,0.023645519005041655,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1151,1151
4,0.9,4,0.47918989111959737,0.022578009446448805,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1171,1171
4,0.9,4,0.47918989111959737,0.022578009446448805,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1171,1171
4,0.9,4,0.4924912421092537,0.023005379679877196,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1181,1181
4,0.9,4,0.4924912421092537,0.023005379679877196,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1181,1181
8,0.6,5,0.5024179843306379,0.023951328890393836,0-1;2-3;2-10-15;4-5-6;7-8-9,l1,False,S07,S07,1181,1181
4,0.9,4,0.4636288602831903,0.020446933423259667,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1201,1201
4,0.9,4,0.4636288602831903,0.020446933423259667,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1201,1201
4,0.9,4,0.4463397621492445,0.019318930754157488,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1213,1213
16,0.6,5,0.44700437878464194,0.019612818767409404,0-1;2-3;4-5-6;4-11-13;7-8-9,shil,False,S07,S07,1213,1213
4,0.9,4,0.4463397621492445,0.019318930754157488,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1213,1213
4,0.9,4,0.4492541079422511,0.019768006202340326,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1231,1231
4,0.9,4,0.4492541079422511,0.019768006202340326,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1231,1231
4,0.9,4,0.43724552572765474,0.020484192181126782,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1249,1249
4,0.9,4,0.43724552572765474,0.020484192181126782,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1249,1249
16,0.6,5,0.4362560942501751,0.020723333805171825,0-1;2-3;2-5-14;4-5-6;7-8-9,l1,False,S07,S07,1249,1249
4,0.9,4,0.4756748729330264,0.020931878715659238,0-1;2-3;4-5-6;7-8-9,shil,True,S07,S07,1277,1277
4,0.9,4,0.4756748729330264,0.020931878715659238,0-1;2-3;4-5-6;7-8-9,l1,True,S07,S07,1277,1277
16,0.6,5,0.4791501998760618,0.021355670253124574,0-1;2-3;4-5-6;7-8-9;11-13-15,l1,False,S07,S07,1277,1277
4,0.9,2,0.4982129082879454,0.023810288187832394,0-1;4-5-6,shil,False,S08,S08,1103,1103
4,0.8,3,0.3564237552632112,0.02267000343220184,0-1;2-3;4-5-6,shil,False,S08,S08,1103,1103
4,0.6,4,0.23989513537135265,0.021311827846862707,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1103,1103
8,0.7,7,0.2400742422070883,0.021403091062637013,0-1;0-2;2-3;3-5-6;4-5-6;7-8-9;7-8-10,shil,False,S08,S08,1103,1103
16,0.7,8,0.2402374067172962,0.021381750204382145,0-1;0-2;2-3;3-5-6;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1103,1103
16,0.6,9,0.2405013551620749,0.021389261517363662,0-1;0-2;2-3;3-5-6;4-5-6;4-5-7;7-8-9;7-8-10;7-9-10,shil,False,S08,S08,1103,1103
4,0.9,4,0.23989513537135265,0.021311827846862707,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1103,1103
16,0.7,5,0.2386691374914395,0.021474080768720247,0-1;2-3;3-15;4-5-6;7-8-9,l1,False,S08,S08,1103,1103
4,0.9,2,0.4496396363867058,0.02454548157000779,0-1;2-3,shil,False,S08,S08,1129,1129
4,0.8,4,0.2312864385143831,0.018729915270250766,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1129,1129
8,0.8,5,0.23280763423910653,0.018733255011215633,0-1;2-3;2-4;4-5-6;7-8-9,shil,False,S08,S08,1129,1129
8,0.6,6,0.23379868687820726,0.019075435612730857,0-1;2-3;2-4;4-5-6;7-8-9;7-8-10,shil,False,S08,S08,1129,1129
16,0.9,6,0.23416354466975986,0.01873611654545081,0-1;2-3;2-4;4-5-6;4-5-7;7-8-9,shil,False,S08,S08,1129,1129
16,0.8,7,0.23498436872490722,0.019027996527975558,0-1;2-3;2-4;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1129,1129
16,0.7,9,0.2357727127000082,0.019267870977686848,0-1;0-2;2-3;2-4;3-4;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1129,1129
4,0.9,4,0.2312864385143831,0.018729915270250766,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1129,1129
4,0.9,1,0.5893461967539028,0.026773700736782476,0-1,shil,False,S08,S08,1151,1151
4,0.8,3,0.36445476128874105,0.019522526730342982,0-1;2-3;4-5-6,shil,False,S08,S08,1151,1151
4,0.6,4,0.25755847751156924,0.02007717754162186,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1151,1151
8,0.8,5,0.25970085894248984,0.02028097943544179,0-1;0-2;2-3;4-5-6;7-8-9,shil,False,S08,S08,1151,1151
8,0.6,7,0.26396670781187687,0.020750512232124315,0-1;0-2;2-3;3-5-6;4-5-6;7-8-9;7-8-10,shil,False,S08,S08,1151,1151
16,0.9,6,0.26301038766491647,0.020749798013331936,0-1;0-2;2-3;4-5-6;7-8-9;7-8-10,shil,False,S08,S08,1151,1151
16,0.6,8,0.26469612113772895,0.02080542688248443,0-1;0-2;2-3;3-5-6;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1151,1151
4,0.9,4,0.25755847751156924,0.02007717754162186,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1151,1151
4,0.9,2,0.45240174771455327,0.02338163606827741,0-1;2-3,shil,False,S08,S08,1171,1171
4,0.8,3,0.3475007774584862,0.021345428644010917,0-1;2-3;4-5-6,shil,False,S08,S08,1171,1171
8,0.9,4,0.2317703873914283,0.0182316125152288,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1171,1171
8,0.8,5,0.23191038523471336,0.018247692776232623,0-1;0-2;2-3;4-5-6;7-8-9,shil,False,S08,S08,1171,1171
16,0.7,6,0.23258549913004864,0.018331518982412566,0-1;0-2;2-3;3-4;4-5-6;7-8-9,shil,False,S08,S08,1171,1171
16,0.6,9,0.23192896354242137,0.018703602028237714,0-1;0-2;2-3;2-4;3-4;3-5-6;4-5-6;7-8-9;7-8-10,shil,False,S08,S08,1171,1171
4,0.9,4,0.2317703873914283,0.0182316125152288,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1171,1171
4,0.9,3,0.3731052987047022,0.02039150029969412,0-1;2-3;7-8-9,shil,False,S08,S08,1181,1181
4,0.8,4,0.23289945777944118,0.01725545313022946,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1181,1181
16,0.8,5,0.23292951705890286,0.017275764170789715,0-1;2-3;4-5-6;4-5-7;7-8-9,shil,False,S08,S08,1181,1181
16,0.7,7,0.23965005471773942,0.01804849013021889,0-1;2-3;2-4;4-5-6;4-5-7;6-8-9;7-8-9,shil,False,S08,S08,1181,1181
16,0.6,9,0.24065364373150488,0.01809928695116549,0-1;0-2;2-3;2-4;4-5-6;4-5-7;6-8-9;7-8-9;7-8-10,shil,False,S08,S08,1181,1181
4,0.9,4,0.23289945777944118,0.01725545313022946,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1181,1181
4,0.9,2,0.5172784670491646,0.03259144779180164,0-1;2-3,shil,False,S08,S08,1201,1201
4,0.8,3,0.39275540057339925,0.025646298145823202,0-1;2-3;4-5-6,shil,False,S08,S08,1201,1201
4,0.7,4,0.25490636262305016,0.021461919432747025,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1201,1201
8,0.9,5,0.25639879436776364,0.021709657187012454,0-1;0-2;2-3;4-5-6;7-8-9,shil,False,S08,S08,1201,1201
16,0.9,6,0.2563979497376468,0.02159921979925845,0-1;0-2;2-3;3-5-6;4-5-6;7-8-9,shil,False,S08,S08,1201,1201
16,0.7,8,0.25684131126932125,0.02163349132911521,0-1;0-2;2-3;2-4;3-5-6;4-5-6;4-5-7;7-8-9,shil,False,S08,S08,1201,1201
4,0.9,4,0.25490636262305016,0.021461919432747025,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1201,1201
4,0.9,2,0.41428481247191207,0.020249763970803136,0-1;2-3,shil,False,S08,S08,1213,1213
4,0.8,3,0.3348980466859943,0.020456694386158186,0-1;2-3;4-5-6,shil,False,S08,S08,1213,1213
8,0.9,5,0.23230989431824045,0.01703497565948503,0-1;2-3;2-4;4-5-6;7-8-9,shil,True,S08,S08,1213,1213
8,0.8,6,0.23274091834717728,0.01700311875404349,0-1;0-2;2-3;2-4;4-5-6;7-8-9,shil,False,S08,S08,1213,1213
16,0.8,7,0.23564339588024075,0.017449027704909102,0-1;0-2;2-3;2-4;4-5-6;4-5-7;7-8-9,shil,False,S08,S08,1213,1213
16,0.7,8,0.23562300139125297,0.01744367059343285,0-1;0-2;2-3;2-4;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1213,1213
16,0.6,9,0.23584431896832975,0.01749109441796303,0-1;0-2;2-3;2-4;3-4;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1213,1213
4,0.9,4,0.23260968068178423,0.017059664161837036,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1213,1213
4,0.9,2,0.4386794588218143,0.01929841307279348,0-1;2-3,shil,False,S08,S08,1231,1231
4,0.8,3,0.3745788709225749,0.021969005519552578,0-1;2-3;4-5-6,shil,False,S08,S08,1231,1231
4,0.7,4,0.25603920961489063,0.018592930015576582,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1231,1231
8,0.7,6,0.2578322331123074,0.018718813027516813,0-1;0-2;2-3;4-5-6;4-5-7;7-8-9,shil,False,S08,S08,1231,1231
16,0.8,7,0.26069097917870027,0.01882849580590425,0-1;0-2;2-3;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1231,1231
16,0.7,8,0.26096395700284925,0.01887524414016302,0-1;0-2;2-3;2-4;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1231,1231
16,0.6,9,0.26233687229183617,0.019007212797711222,0-1;0-2;2-3;2-4;3-4;4-5-6;4-5-7;7-8-9;7-8-10,shil,False,S08,S08,1231,1231
4,0.9,4,0.25603920961489063,0.018592930015576582,0-1;2-3;4-5-6;7-8-9,l1,True,S08,S08,1231,1231
4,0.9,3,0.3465278587963829,0.02260773312546943,0-1;2-3;4-5-6,shil,False,S08,S08,1249,1249
8,0.9,4,0.22175723354879287,0.018156946497034768,0-1;2-3;4-5-6;7-8-9,shil,True,S08,S08,1249,1249
8,0.7,5,0.22104016162564072,0.018115826339387867,0-1;0-2;2-3;4-5-6;7-8-9,shil,False,S08,S08,1249,1249
8,0.6,7,0.2207049207867187,0.018108038989569603,0-1;0-2;2-3;2-4;3-4-6;4-5-6;7-8-9,shil,False,S08,S08,1249,1249
16,0.9,5,0.22150526845724944,0.01814627516894952,0-1;2-3;3-4-6;4-5-6;7-8-9,shil,False,S08,S08,1249,1249
16,0.8,6,0.22272061621689473,0.018250811481086166,0-1;2-3;3-4-6;4-5-6;4-5-7;7-8-9,shil,False,S08,S08,1249,1249
