phase,base_method,q,edge_index,edge,frequency,dataset,scenario,data_seed,split_seed
tuning_train,l1_fixed,4,28,1-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,29,2-3,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,30,2-4,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,31,2-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,32,2-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,33,2-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,34,2-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,35,2-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,36,2-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,37,2-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,38,2-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,39,2-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,40,2-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,41,2-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,42,3-4,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,43,3-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,44,3-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,45,3-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,46,3-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,47,3-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,48,3-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,49,3-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,50,3-12,0.725,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,51,3-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,52,3-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,53,3-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,54,4-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,55,4-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,56,4-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,57,4-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,58,4-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,59,4-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,60,4-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,61,4-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,62,4-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,63,4-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,64,4-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,65,5-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,66,5-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,67,5-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,68,5-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,69,5-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,70,5-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,71,5-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,72,5-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,73,5-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,74,5-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,75,6-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,76,6-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,77,6-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,78,6-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,79,6-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,80,6-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,81,6-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,82,6-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,83,6-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,84,7-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,85,7-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,86,7-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,87,7-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,88,7-12,0.025,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,89,7-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,90,7-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,91,7-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,92,8-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,93,8-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,94,8-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,95,8-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,96,8-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,97,8-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,98,8-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,99,9-10,1.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,100,9-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,101,9-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,102,9-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,103,9-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,104,9-15,0.625,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,105,10-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,106,10-12,0.5,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,107,10-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,108,10-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,109,10-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,110,11-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,111,11-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,112,11-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,113,11-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,114,12-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,115,12-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,116,12-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,117,13-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,118,13-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,119,14-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,120,0-1-2,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,121,0-1-3,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,122,0-1-4,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,123,0-1-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,124,0-1-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,125,0-1-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,126,0-1-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,127,0-1-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,128,0-1-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,129,0-1-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,130,0-1-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,131,0-1-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,132,0-1-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,133,0-1-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,134,0-2-3,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,135,0-2-4,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,136,0-2-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,137,0-2-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,138,0-2-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,139,0-2-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,140,0-2-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,141,0-2-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,142,0-2-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,143,0-2-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,144,0-2-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,145,0-2-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,146,0-2-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,147,0-3-4,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,148,0-3-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,149,0-3-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,150,0-3-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,151,0-3-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,152,0-3-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,153,0-3-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,154,0-3-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,155,0-3-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,156,0-3-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,157,0-3-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,158,0-3-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,159,0-4-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,160,0-4-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,161,0-4-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,162,0-4-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,163,0-4-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,164,0-4-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,165,0-4-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,166,0-4-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,167,0-4-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,168,0-4-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,169,0-4-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,170,0-5-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,171,0-5-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,172,0-5-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,173,0-5-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,174,0-5-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,175,0-5-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,176,0-5-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,177,0-5-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,178,0-5-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,179,0-5-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,180,0-6-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,181,0-6-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,182,0-6-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,183,0-6-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,184,0-6-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,185,0-6-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,186,0-6-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,187,0-6-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,188,0-6-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,189,0-7-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,190,0-7-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,191,0-7-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,192,0-7-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,193,0-7-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,194,0-7-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,195,0-7-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,196,0-7-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,197,0-8-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,198,0-8-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,199,0-8-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,200,0-8-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,201,0-8-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,202,0-8-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,203,0-8-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,204,0-9-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,205,0-9-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,206,0-9-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,207,0-9-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,208,0-9-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,209,0-9-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,210,0-10-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,211,0-10-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,212,0-10-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,213,0-10-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,214,0-10-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,215,0-11-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,216,0-11-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,217,0-11-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,218,0-11-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,219,0-12-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,220,0-12-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,221,0-12-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,222,0-13-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,223,0-13-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,224,0-14-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,225,1-2-3,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,226,1-2-4,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,227,1-2-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,228,1-2-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,229,1-2-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,230,1-2-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,231,1-2-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,232,1-2-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,233,1-2-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,234,1-2-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,235,1-2-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,236,1-2-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,237,1-2-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,238,1-3-4,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,239,1-3-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,240,1-3-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,241,1-3-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,242,1-3-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,243,1-3-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,244,1-3-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,245,1-3-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,246,1-3-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,247,1-3-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,248,1-3-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,249,1-3-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,250,1-4-5,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,251,1-4-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,252,1-4-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,253,1-4-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,254,1-4-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,255,1-4-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,256,1-4-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,257,1-4-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,258,1-4-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,259,1-4-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,260,1-4-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,261,1-5-6,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,262,1-5-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,263,1-5-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,264,1-5-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,265,1-5-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,266,1-5-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,267,1-5-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,268,1-5-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,269,1-5-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,270,1-5-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,271,1-6-7,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,272,1-6-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,273,1-6-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,274,1-6-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,275,1-6-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,276,1-6-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,277,1-6-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,278,1-6-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,279,1-6-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,280,1-7-8,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,281,1-7-9,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,282,1-7-10,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,283,1-7-11,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,284,1-7-12,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,285,1-7-13,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,286,1-7-14,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,287,1-7-15,0.0,dry_bean_uci,dry_bean_uci,37,37
tuning_train,l1_fixed,4,288,1-8-9,0.0,dry_bean_uci,dry_bean_uci,37,37
