dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,selection_seconds,selected_c,chosen_q,chosen_pi,base_fit_count,warning_count,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,run_mean_jaccard
dry_bean_uci,dry_bean_uci,23,23,SC-SHIL,16,680,2,0.210971703287214,0.0009958487935364,303820800,0.914799853103195,0.9310604313175188,0.2274561176620203,0.994019909405754,,,,,,,,367.4264915133826,,4.0,0.9,80,0,1.0,2.0,0.2071442974593385,0.0118979343899296,0.2082533846480539,0.8535353535353535
dry_bean_uci,dry_bean_uci,37,37,L1-full,16,680,622,6.0079918471165,0.0285634058527648,284553216,0.929122291590158,0.9407250930356884,0.2137847896116014,0.9946251698727828,,,,,,,,571.446708759293,0.25,,,5,0,,,,,,0.9436965470388257
dry_bean_uci,dry_bean_uci,37,37,L1-top8,16,680,8,0.1968653807416558,0.0013571721501648,228978688,0.9283878075651856,0.9397907771721328,0.2111411611922716,0.995027972700869,,,,,,,,571.446708759293,0.25,8.0,,5,0,,,,,,0.8271604938271604
dry_bean_uci,dry_bean_uci,37,37,L1-match,16,680,2,0.2039731228724122,0.0011420100927352,228978688,0.9269188395152406,0.938025241226723,0.2136732825688805,0.9949238747075004,,,,,,,,571.446708759293,0.25,2.0,,5,0,,,,,,0.6313131313131312
dry_bean_uci,dry_bean_uci,37,37,SHIL-k8,16,680,8,0.2175327599979937,0.0013005724176764,228978688,0.9269188395152406,0.9384538319225452,0.2131679816303358,0.9949041055319408,,,,,,,,9.955593286082149,,8.0,,1,0,,,,,,0.7023569023569024
dry_bean_uci,dry_bean_uci,37,37,SC-L1,16,680,2,0.197018981911242,0.0010262485593557,371884032,0.9269188395152406,0.938025241226723,0.2136732825371405,0.9949238747075004,,,,,,,,23485.52048811782,,4.0,0.9,80,0,1.0,2.0,0.1812436073736175,0.0108479125919896,0.1915338833881629,0.7222222222222222
dry_bean_uci,dry_bean_uci,37,37,SC-SHIL,16,680,2,0.2042147652246058,0.0010220492258667,303693824,0.9239809034153508,0.9368966376663804,0.2164809488411641,0.994695170562807,,,,,,,,370.07365709450096,,4.0,0.9,80,0,2.0,2.0,0.1868043153125964,0.0113855501950811,0.1921400381102943,0.8535353535353535
dry_bean_uci,dry_bean_uci,53,53,L1-full,16,680,680,5.695299871265888,0.0295252129435539,259612672,0.9287550495776716,0.938748689817002,0.1919619153099344,0.9956323731288867,,,,,,,,588.7810174240731,1.0,,,5,0,,,,,,0.9315359477124184
dry_bean_uci,dry_bean_uci,53,53,L1-top8,16,680,8,0.2222513067536056,0.001301011070609,199053312,0.929122291590158,0.9389372275003482,0.1933545846842699,0.9957196658370846,,,,,,,,588.7810174240731,1.0,8.0,,5,0,,,,,,0.748148148148148
dry_bean_uci,dry_bean_uci,53,53,L1-match,16,680,11,0.2706878827884793,0.0013493308797478,199053312,0.9287550495776716,0.9389458811449504,0.1921448469182781,0.9957987582540496,,,,,,,,588.7810174240731,1.0,11.0,,5,0,,,,,,0.17171717171717174
dry_bean_uci,dry_bean_uci,53,53,SHIL-k8,16,680,8,0.1956663588061928,0.00126793095842,199053312,0.9287550495776716,0.9381363721489564,0.192499801653214,0.9956904178736652,,,,,,,,10.04054363630712,,8.0,,1,0,,,,,,0.7432098765432098
dry_bean_uci,dry_bean_uci,53,53,SC-L1,16,680,2,0.2069245749153196,0.0009732889011502,348946432,0.929122291590158,0.9389481002376612,0.1957451422811863,0.9956304632412616,,,,,,,,23600.821394033264,,4.0,0.9,80,0,1.0,2.0,0.1996989164688333,0.0109493771316051,0.2022567240651722,0.3796296296296296
dry_bean_uci,dry_bean_uci,53,53,SC-SHIL,16,680,11,0.2201623287983238,0.0014010122977197,302698496,0.929122291590158,0.93850259383862,0.1926350347530335,0.9957067448775656,,,,,,,,369.360089908354,,16.0,0.8,80,0,9.0,11.0,0.1954406259431442,0.0109055999750575,0.2029856228159781,0.17171717171717174
dry_bean_uci,dry_bean_uci,71,71,L1-full,16,680,678,6.2407969939522445,0.0325674400664866,242528256,0.9346309217774512,0.945449112223857,0.1871064866198324,0.99579479580685,,,,,,,,594.7722847065888,1.0,,,5,0,,,,,,0.9333024852025373
dry_bean_uci,dry_bean_uci,71,71,L1-top8,16,680,8,0.2533844537101686,0.001497013028711,196268032,0.9320602276900476,0.9440864131260478,0.186255251863415,0.9960900454335057,,,,,,,,594.7722847065888,1.0,8.0,,5,0,,,,,,0.748148148148148
dry_bean_uci,dry_bean_uci,71,71,L1-match,16,680,2,0.2304009371437132,0.0010373690165579,196268032,0.9309585016525892,0.943178921914978,0.1858272287825862,0.996126626628007,,,,,,,,594.7722847065888,1.0,2.0,,5,0,,,,,,0.4831649831649831
dry_bean_uci,dry_bean_uci,71,71,SHIL-k8,16,680,8,0.2268523466773331,0.0013709720224142,196268032,0.9305912596401028,0.9434397378123052,0.1895235064150187,0.9958990941184706,,,,,,,,10.079115892294794,,8.0,,1,0,,,,,,0.6430976430976431
dry_bean_uci,dry_bean_uci,71,71,SC-L1,16,680,2,0.1779072061181068,0.001008128747344,331919360,0.9320602276900476,0.9438740473338516,0.1857545544751002,0.9961360253955472,,,,,,,,23841.59328944189,,4.0,0.9,80,0,2.0,2.0,0.2110518846456989,0.0117512353349331,0.2173744021921345,0.7222222222222222
dry_bean_uci,dry_bean_uci,71,71,SC-SHIL,16,680,2,0.2077420228160917,0.0010111690498888,291749888,0.9287550495776716,0.941440856076668,0.1940587003658231,0.9957378988858464,,,,,,,,360.94939309498295,,4.0,0.9,80,0,1.0,2.0,0.218869894076114,0.0116545807824541,0.2195280909330988,0.8535353535353535
dry_bean_uci,dry_bean_uci,89,89,L1-full,16,680,608,5.036174255888909,0.0313235088251531,254394368,0.9327947117150202,0.9422160199676248,0.1735303819900615,0.9965621033580636,,,,,,,,600.8298931890167,0.25,,,5,0,,,,,,0.9332554125060848
dry_bean_uci,dry_bean_uci,89,89,L1-top8,16,680,8,0.2419254756532609,0.0012302109971642,200105984,0.9320602276900476,0.9420082693116708,0.1800328052834527,0.9963588145816208,,,,,,,,600.8298931890167,0.25,8.0,,5,0,,,,,,0.7925925925925925
dry_bean_uci,dry_bean_uci,89,89,L1-match,16,680,1,0.1780494879931211,0.0009248871356248,200105984,0.9305912596401028,0.9410957027127894,0.1833045240143778,0.9962418059646984,,,,,,,,600.8298931890167,0.25,1.0,,5,0,,,,,,0.45454545454545453
dry_bean_uci,dry_bean_uci,89,89,SHIL-k8,16,680,8,0.1834026938304305,0.0012536509893834,200105984,0.9294895336026442,0.939579326387006,0.1846256885366813,0.9961411055635054,,,,,,,,9.694380109198391,,8.0,,1,0,,,,,,0.6987654320987654
dry_bean_uci,dry_bean_uci,89,89,SC-L1,16,680,3,0.1810848736204207,0.0010274890810251,349605888,0.9309585016525892,0.9410381058599868,0.1794497734135977,0.9963765966456064,,,,,,,,23777.112962002862,,4.0,0.9,80,0,2.0,3.0,0.2200695296783508,0.0177736558418279,0.2303520906658556,0.5648148148148148
dry_bean_uci,dry_bean_uci,89,89,SC-SHIL,16,680,1,0.1956678000278771,0.0009348480962216,303980544,0.9269188395152406,0.9372213573876244,0.1914396443348623,0.9958833783160024,,,,,,,,368.1859727599658,,4.0,0.9,80,0,1.0,1.0,0.2233381759151363,0.0177460225892562,0.2321317927549771,0.45454545454545453
dry_bean_uci,dry_bean_uci,101,101,L1-full,16,680,680,5.269392302259803,0.0312851909548044,288448512,0.926184355490268,0.93820481433419,0.2039343643479992,0.995110416359542,,,,,,,,595.0968968085945,1.0,,,5,0,,,,,,0.9315359477124184
dry_bean_uci,dry_bean_uci,101,101,L1-top8,16,680,8,0.2176869288086891,0.0012362110428512,227823616,0.9247153874403232,0.935766839098057,0.2036776634800154,0.9953782503271656,,,,,,,,595.0968968085945,1.0,8.0,,5,0,,,,,,0.748148148148148
dry_bean_uci,dry_bean_uci,101,101,L1-match,16,680,2,0.2098060217685997,0.0010072882287204,227823616,0.9269188395152406,0.9373711962575256,0.2058415870280557,0.9952851135953936,,,,,,,,595.0968968085945,1.0,2.0,,5,0,,,,,,0.4831649831649831
dry_bean_uci,dry_bean_uci,101,101,SHIL-k8,16,680,8,0.2229837360791862,0.0012798113748431,227823616,0.9247153874403232,0.9354494653687002,0.2102527245257713,0.9951301129747046,,,,,,,,10.092220406979322,,8.0,,1,0,,,,,,0.6071829405162739
dry_bean_uci,dry_bean_uci,101,101,SC-L1,16,680,2,0.2061281092464923,0.0010629300959408,370745344,0.926184355490268,0.9369201771162003,0.2057977196157119,0.9952966943542684,,,,,,,,23792.523895788472,,4.0,0.9,80,0,1.0,2.0,0.210523138716278,0.0126986213895008,0.2115856196587188,0.7222222222222222
dry_bean_uci,dry_bean_uci,101,101,SC-SHIL,16,680,2,0.2010508249513805,0.0010078488849103,302501888,0.9236136614028644,0.9349707382659284,0.212773087673781,0.9950293548440128,,,,,,,,368.9944931627251,,4.0,0.8,80,0,2.0,2.0,0.2116479080538212,0.0125563272450703,0.2124997630372825,0.8535353535353535
dry_bean_uci,dry_bean_uci,131,131,L1-full,16,680,636,5.839854001998901,0.0305079049430787,284721152,0.9320602276900476,0.942361801386176,0.1853831059022242,0.9960073246962212,,,,,,,,591.9993085148744,0.25,,,5,0,,,,,,0.9437022331152358
dry_bean_uci,dry_bean_uci,131,131,L1-top8,16,680,8,0.240730969235301,0.0013831718824803,227926016,0.9302240176276166,0.9422009087596368,0.1854845530325285,0.9962463427457238,,,,,,,,591.9993085148744,0.25,8.0,,5,0,,,,,,0.7925925925925925
dry_bean_uci,dry_bean_uci,131,131,L1-match,16,680,2,0.2140066972933709,0.0010200487449765,227926016,0.9298567756151304,0.9411220706954204,0.1904538314441381,0.9960575122890644,,,,,,,,591.9993085148744,0.25,2.0,,5,0,,,,,,0.6313131313131312
dry_bean_uci,dry_bean_uci,131,131,SHIL-k8,16,680,8,0.2218534448184073,0.0014038519002497,227926016,0.9313257436650751,0.9424204893287866,0.1858863164052032,0.9961660885171312,,,,,,,,10.160559738986194,,8.0,,1,0,,,,,,0.6430976430976431
dry_bean_uci,dry_bean_uci,131,131,SC-L1,16,680,2,0.2139696567319333,0.0010080491192638,370778112,0.9298567756151304,0.9411220706954204,0.19045383144243,0.9960575122890644,,,,,,,,23631.485893661626,,4.0,0.9,80,0,2.0,2.0,0.2005905001533823,0.0106977364710568,0.2070186208739997,0.7222222222222222
dry_bean_uci,dry_bean_uci,131,131,SC-SHIL,16,680,2,0.191137857735157,0.0010029687546193,302637056,0.9272860815277268,0.9388544238265256,0.192663696085912,0.9959221386683328,,,,,,,,368.8366072061472,,4.0,0.8,80,0,2.0,2.0,0.2040173306202305,0.0106192434415935,0.2061991070489942,0.8535353535353535
dry_bean_uci,dry_bean_uci,157,157,L1-full,16,680,610,5.337290158029646,0.0297817788086831,283082752,0.9239809034153508,0.9342927383744234,0.2007266528582068,0.9952739785121152,,,,,,,,582.3950544903055,0.25,,,5,0,,,,,,0.935972679766669
dry_bean_uci,dry_bean_uci,157,157,L1-top8,16,680,8,0.2345948764123022,0.0013387710787355,228552704,0.9250826294528094,0.9372258901973972,0.1946784726038888,0.9955143651590356,,,,,,,,582.3950544903055,0.25,8.0,,5,0,,,,,,0.8271604938271604
dry_bean_uci,dry_bean_uci,157,157,L1-match,16,680,2,0.1835004733875394,0.0010302090086042,228552704,0.9239809034153508,0.9362352374732276,0.1983495339894722,0.9953273334095234,,,,,,,,582.3950544903055,0.25,2.0,,5,0,,,,,,0.6313131313131312
dry_bean_uci,dry_bean_uci,157,157,SHIL-k8,16,680,8,0.2135413330979645,0.0013278517872095,228552704,0.9254498714652956,0.9373831364975196,0.1957937473533313,0.9953541624051324,,,,,,,,10.06994962785393,,8.0,,1,0,,,,,,0.7432098765432098
dry_bean_uci,dry_bean_uci,157,157,SC-L1,16,680,2,0.1836949549615383,0.0010111676529049,371392512,0.9239809034153508,0.9362352374732276,0.1983495339895112,0.9953273334095234,,,,,,,,23618.219887059186,,4.0,0.9,80,0,1.0,2.0,0.2023426602238023,0.0171223168452186,0.2157754100263073,0.7222222222222222
dry_bean_uci,dry_bean_uci,157,157,SC-SHIL,16,680,2,0.203963209874928,0.001008169259876,303226880,0.9217774513404332,0.9340053588356882,0.2029627368290559,0.995088085376554,,,,,,,,365.6245274823159,,4.0,0.9,80,0,1.0,2.0,0.209555785024289,0.0171861126586549,0.2161262620685264,0.8535353535353535
dry_bean_uci,dry_bean_uci,181,181,L1-full,16,680,629,5.270026136189699,0.0309399040415883,285323264,0.9188395152405436,0.9294114446460898,0.2623082343018117,0.9930194821829216,,,,,,,,566.3962262948044,0.25,,,5,0,,,,,,0.9409363349497828
dry_bean_uci,dry_bean_uci,181,181,L1-top8,16,680,8,0.2293374789878726,0.0012947707436978,229138432,0.9232464193903782,0.9330369173947805,0.2408966805058327,0.9939918347074296,,,,,,,,566.3962262948044,0.25,8.0,,5,0,,,,,,0.7925925925925926
dry_bean_uci,dry_bean_uci,181,181,L1-match,16,680,2,0.173226079903543,0.0009672478772699,229138432,0.9206757253029748,0.9305171213709827,0.2414730119351036,0.994000970419234,,,,,,,,566.3962262948044,0.25,2.0,,5,0,,,,,,0.4831649831649831
dry_bean_uci,dry_bean_uci,181,181,SHIL-k8,16,680,8,0.1800231779925525,0.0012473710812628,229138432,0.9217774513404332,0.931377804366912,0.2445147179557029,0.9938304443354476,,,,,,,,10.073238122742625,,8.0,,1,0,,,,,,0.6269360269360269
dry_bean_uci,dry_bean_uci,181,181,SC-L1,16,680,1,0.1920830002054572,0.0009224875830113,371945472,0.922879177377892,0.9327938145234828,0.2428778685393018,0.9939862459731434,,,,,,,,23031.02994933026,,4.0,0.9,80,0,2.0,1.0,0.2056499184968039,0.0131097923197182,0.2187597108165221,0.4629629629629629
dry_bean_uci,dry_bean_uci,181,181,SC-SHIL,16,680,2,0.1846515368670225,0.0010150489397346,303800320,0.9225119353654058,0.9325403957608714,0.2467159596080287,0.9935708620396912,,,,,,,,341.68065708642825,,4.0,0.9,80,0,1.0,2.0,0.211945081962826,0.0133014734654571,0.2148695891683126,0.8535353535353535
