q,pi,support_size,validation_log_loss,validation_log_loss_se,support,base_method,chosen,dataset,scenario,data_seed,split_seed
16,0.9,7,0.206638685881893,0.0124718683909235,0-12;1-12;3-12;6-12;7-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,23,23
16,0.8,10,0.1965575137871195,0.0117993588955111,0-12;1-12;3-12;6-12;7-12;8-10;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,23,23
16,0.7,11,0.1964513745860354,0.0118020100620185,0-12;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,23,23
16,0.6,14,0.201207628620677,0.0125676164145883,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;9-10-15;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,23,23
4,0.9,1,0.2007949491893874,0.0116330985282724,9-10,l1,True,dry_bean_uci,dry_bean_uci,23,23
4,0.8,2,0.1984020885239205,0.0115101348181622,9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,23,23
4,0.7,3,0.1982827129309345,0.0115728682001064,1-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,23,23
8,0.9,5,0.1974284079872728,0.0116037966475116,1-12;3-12;7-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,23,23
8,0.8,8,0.1987944138239221,0.0120522661395649,1-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12,l1,False,dry_bean_uci,dry_bean_uci,23,23
16,0.9,13,0.1976711574179376,0.0119710109512501,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,23,23
16,0.6,14,0.1974480593144937,0.0119658788164376,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-5-14;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,23,23
4,0.9,2,0.1868043153125964,0.0113855501950811,3-12;10-12,shil,True,dry_bean_uci,dry_bean_uci,37,37
8,0.9,5,0.1869761948468717,0.0114466348966206,0-12;1-12;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,37,37
8,0.6,6,0.1831292800357134,0.0109364802577548,0-12;1-12;3-12;6-12;10-12;10-15,shil,False,dry_bean_uci,dry_bean_uci,37,37
16,0.9,9,0.1809892609898126,0.0111507771204816,0-12;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,37,37
16,0.8,11,0.1810035414232561,0.0113425379339953,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-15,shil,False,dry_bean_uci,dry_bean_uci,37,37
16,0.7,12,0.1818468988286061,0.0115187387804957,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,37,37
16,0.6,14,0.182263506042662,0.0115329350892878,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;9-10-15;9-15;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,37,37
4,0.9,1,0.1812436073736175,0.0108479125919896,9-10,l1,True,dry_bean_uci,dry_bean_uci,37,37
4,0.8,2,0.1801098907003671,0.0109234370032422,3-12;9-10,l1,False,dry_bean_uci,dry_bean_uci,37,37
4,0.6,3,0.1800423749130999,0.0110069964999936,1-12;3-12;9-10,l1,False,dry_bean_uci,dry_bean_uci,37,37
8,0.9,6,0.181031561298384,0.0111722116343827,1-12;3-12;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,37,37
8,0.8,7,0.180689012578699,0.011142430879412,1-12;3-12;7-12;9-10;9-10-12;9-15;10-12,l1,False,dry_bean_uci,dry_bean_uci,37,37
8,0.6,8,0.1822112450270951,0.011738399353979,1-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12,l1,False,dry_bean_uci,dry_bean_uci,37,37
16,0.9,12,0.1812624247214897,0.0117097413806255,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,37,37
16,0.8,13,0.1804773496670762,0.0115895617688405,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,37,37
16,0.7,14,0.1798960741007291,0.0116378092874338,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,37,37
4,0.9,1,0.2088867785468742,0.0115230182930644,10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
4,0.6,2,0.2061657859673945,0.0114622213878312,3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
8,0.9,3,0.2056850582778507,0.0114988704483476,3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
8,0.8,4,0.2056972931493218,0.0114872436434607,0-12;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
8,0.6,5,0.2069059405573838,0.0124891122781044,0-12;3-12;6-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
16,0.9,8,0.2063761364614633,0.0124167003905717,0-12;1-12;3-10;3-12;6-12;7-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
16,0.8,9,0.1954406259431442,0.0109055999750575,0-12;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12,shil,True,dry_bean_uci,dry_bean_uci,53,53
16,0.7,11,0.1923498969195134,0.0106357258964647,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,53,53
16,0.6,14,0.1926593977617807,0.0106384250270072,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;9-10-15;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,53,53
4,0.9,1,0.1996989164688333,0.0109493771316051,9-10,l1,True,dry_bean_uci,dry_bean_uci,53,53
4,0.8,2,0.1981107851536582,0.0109404075331471,9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,53,53
4,0.7,3,0.1968540612229859,0.0109783515354136,1-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,53,53
4,0.6,4,0.1954833725099398,0.0109637120386172,1-12;3-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,53,53
8,0.9,6,0.1956832354948376,0.0109448673191921,1-12;3-12;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,53,53
8,0.6,8,0.1943001017567149,0.0108587297617072,1-12;3-12;7-12;9-10;9-10-12;9-15;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,53,53
16,0.9,11,0.1915748391550897,0.0106818849100825,1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,53,53
16,0.8,13,0.1927198911775466,0.0108971111396032,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,53,53
16,0.6,14,0.1917429146459338,0.0108642959137533,1-3-12;1-9-10;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,53,53
4,0.9,1,0.218869894076114,0.0116545807824541,10-12,shil,True,dry_bean_uci,dry_bean_uci,71,71
4,0.6,3,0.2137444955891594,0.0116206494234584,3-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,71,71
8,0.9,4,0.2156405787611462,0.0116546329506615,0-12;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,71,71
8,0.8,5,0.2131404520756007,0.0116106306295194,0-12;3-12;6-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,71,71
8,0.7,6,0.2132722835102702,0.0116080244778548,0-12;1-12;3-12;6-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,71,71
16,0.9,8,0.2078289357919976,0.0116991551411012,0-12;1-12;3-12;6-12;7-12;9-10;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,71,71
16,0.8,10,0.2081879118804965,0.0117832597739808,0-12;1-12;3-12;6-12;7-12;8-10;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,71,71
16,0.7,11,0.20814636320847,0.0117950603541935,0-12;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,71,71
16,0.6,12,0.2084326114972561,0.0118415391294617,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,71,71
4,0.9,2,0.2110518846456989,0.0117512353349331,1-12;9-10,l1,True,dry_bean_uci,dry_bean_uci,71,71
4,0.8,3,0.2105758607434726,0.0118290343773479,1-12;3-12;9-10,l1,False,dry_bean_uci,dry_bean_uci,71,71
4,0.7,4,0.2090454549982585,0.0118091485112523,1-12;3-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,71,71
8,0.9,5,0.2087772801382549,0.011807722383874,1-12;3-12;7-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,71,71
8,0.8,6,0.2084086221018653,0.011823364822284,1-12;3-12;4-11-14;7-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,71,71
8,0.7,7,0.2080481324495897,0.0118238520954215,1-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,71,71
8,0.6,8,0.2074291109809016,0.0118321531148336,1-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,71,71
16,0.9,11,0.2074510677520499,0.0119175528038772,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,71,71
16,0.8,13,0.2070151171328297,0.0118358036008359,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,71,71
16,0.7,14,0.2056983340464424,0.0117742972404164,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,71,71
16,0.6,15,0.2056150195778262,0.0117593826143082,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-5-14;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,71,71
4,0.9,1,0.2233381759151363,0.0177460225892562,10-12,shil,True,dry_bean_uci,dry_bean_uci,89,89
8,0.9,2,0.2205098729797458,0.0176606366665458,3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,89,89
8,0.8,3,0.2200825580233452,0.0176376076292948,3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,89,89
8,0.6,6,0.2172250515451945,0.0177032808554391,0-12;1-9-10;3-12;6-12;9-10;10-12,shil,False,dry_bean_uci,dry_bean_uci,89,89
16,0.9,9,0.2180338160917412,0.0177818266873097,0-12;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,89,89
16,0.8,11,0.2146752681905613,0.0174565245644158,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,89,89
16,0.7,12,0.2162153389298332,0.0174966570037513,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,89,89
16,0.6,13,0.2160869278228383,0.0174884062376231,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;9-10-15;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,89,89
4,0.9,2,0.2200695296783508,0.0177736558418279,9-10;10-12,l1,True,dry_bean_uci,dry_bean_uci,89,89
4,0.7,3,0.2192137387962174,0.0178165490467563,1-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,89,89
8,0.9,6,0.2178796076481563,0.0177402871036371,1-12;3-12;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,89,89
8,0.8,7,0.2148611406851034,0.0175355080588162,1-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,89,89
16,0.9,11,0.2132237740316114,0.0174142319102181,1-12;2-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,89,89
16,0.7,12,0.2139088366352699,0.0174800473640533,1-12;2-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,89,89
16,0.6,15,0.2129200425391585,0.0174320481266971,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-5-14;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,89,89
4,0.9,1,0.2140049433103278,0.0125650854653239,10-12,shil,False,dry_bean_uci,dry_bean_uci,101,101
4,0.8,2,0.2116479080538212,0.0125563272450703,3-12;10-12,shil,True,dry_bean_uci,dry_bean_uci,101,101
8,0.9,4,0.2108993690652572,0.012520345267988,1-12;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,101,101
8,0.7,5,0.2107960123831104,0.0124791805513887,0-12;1-12;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,101,101
8,0.6,7,0.2083729358384748,0.012642552513809,0-12;1-9-10;1-12;3-10;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,101,101
16,0.9,9,0.2053886163779163,0.0124146277945545,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,101,101
16,0.8,10,0.2048811037896732,0.012482473412442,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,101,101
16,0.7,11,0.2034924145558238,0.0123936736709033,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-15,shil,False,dry_bean_uci,dry_bean_uci,101,101
16,0.6,12,0.2004557667865396,0.0120439962507428,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,101,101
4,0.9,1,0.210523138716278,0.0126986213895008,9-10,l1,True,dry_bean_uci,dry_bean_uci,101,101
4,0.8,2,0.2087441135502379,0.0126085216316221,9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,101,101
4,0.7,4,0.2066663924093808,0.0126080371360674,1-12;3-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,101,101
8,0.9,6,0.2048958926067946,0.0124315362141209,1-12;3-12;4-11-14;7-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,101,101
8,0.8,7,0.2041558853920551,0.012393136617223,1-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,101,101
16,0.9,11,0.201029038987144,0.0121777017254704,1-12;2-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,101,101
16,0.8,15,0.1995031525350817,0.0120824671236371,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-5-14;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,101,101
4,0.9,1,0.2063617882084494,0.0106495800128619,10-12,shil,False,dry_bean_uci,dry_bean_uci,131,131
4,0.8,2,0.2040173306202305,0.0106192434415935,3-12;10-12,shil,True,dry_bean_uci,dry_bean_uci,131,131
8,0.9,4,0.2040763813880111,0.0106872774294207,0-12;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,131,131
8,0.8,5,0.2000076735225302,0.0105873752203855,0-12;3-12;6-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,131,131
8,0.6,6,0.1986179742962416,0.010685230998378,0-12;3-12;6-12;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,131,131
16,0.9,9,0.1955415094915805,0.0106575975574136,0-12;1-12;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,131,131
16,0.8,11,0.1963856458183063,0.010848440205878,0-12;1-12;3-12;6-12;7-12;8-10;9-10;9-10-12;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,131,131
16,0.6,14,0.1971758371166126,0.010862531547351,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;9-10-15;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,131,131
4,0.9,2,0.2005905001533823,0.0106977364710568,3-12;9-10,l1,True,dry_bean_uci,dry_bean_uci,131,131
4,0.7,3,0.1966363263341553,0.0105490046195238,3-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,131,131
8,0.9,5,0.1964631343113951,0.0105554865626046,1-12;3-12;7-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,131,131
8,0.8,6,0.196755792544021,0.0106033913867678,1-12;3-12;7-12;9-10;9-15;10-12,l1,False,dry_bean_uci,dry_bean_uci,131,131
8,0.7,8,0.19812145661797,0.0108997466495646,1-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12,l1,False,dry_bean_uci,dry_bean_uci,131,131
16,0.9,11,0.1995594253152152,0.0110715906887312,1-12;2-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,131,131
16,0.8,13,0.1982899961100529,0.0110316935230886,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,131,131
16,0.7,14,0.1976879691423398,0.0109840139429161,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,131,131
4,0.9,1,0.209555785024289,0.0171861126586549,10-12,shil,True,dry_bean_uci,dry_bean_uci,157,157
4,0.8,2,0.2087864207095937,0.0173084007596274,3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,157,157
8,0.9,3,0.2085266085571288,0.0172902851171952,3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,157,157
8,0.8,5,0.2053124230270864,0.0170436014393786,0-12;3-12;6-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,157,157
8,0.7,6,0.2052096132229902,0.0170444933773437,0-12;1-12;3-12;6-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,157,157
8,0.6,7,0.2046010292582107,0.0154112039768903,0-12;1-12;3-12;6-12;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,157,157
16,0.9,10,0.1991118138296105,0.0170144482389158,0-12;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,157,157
16,0.8,11,0.2001756900205701,0.0170319673682622,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,157,157
16,0.7,12,0.1992301243092946,0.0147635871432192,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,157,157
4,0.9,1,0.2023426602238023,0.0171223168452186,9-10,l1,True,dry_bean_uci,dry_bean_uci,157,157
4,0.8,2,0.2031961723274548,0.017277989400442,3-12;9-10,l1,False,dry_bean_uci,dry_bean_uci,157,157
4,0.7,4,0.2006250653159954,0.0171410969333287,1-12;3-12;9-10;10-12,l1,False,dry_bean_uci,dry_bean_uci,157,157
8,0.9,6,0.2009296210189297,0.017223370282561,1-12;3-12;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,157,157
8,0.6,7,0.2007428117603641,0.0172640434409044,1-12;3-12;7-12;9-10;9-10-12;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,157,157
16,0.9,11,0.1985986667488637,0.0172524176751954,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,157,157
16,0.8,12,0.1985447541597789,0.0172306558665284,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,157,157
16,0.7,14,0.2004284192334806,0.0173831820242586,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,157,157
16,0.6,16,0.1999702748513933,0.0173225076841446,1-3-12;1-7-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;6-12;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,157,157
4,0.9,1,0.211945081962826,0.0133014734654571,10-12,shil,True,dry_bean_uci,dry_bean_uci,181,181
4,0.8,2,0.208868008238105,0.0132415122753961,3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
8,0.8,3,0.2084732596993783,0.0132183860227203,1-12;3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
8,0.7,5,0.2085758378908328,0.013373463234555,1-12;3-10;3-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
8,0.6,6,0.2085182539236859,0.0134007055398997,1-12;3-10;3-12;6-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.9,8,0.2084432304403655,0.0133948934432861,0-12;1-12;3-10;3-12;6-12;7-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.8,10,0.2037146990445776,0.0129946708677895,0-12;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.7,11,0.2027234828274892,0.013065190274146,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.6,13,0.2018801932117604,0.0129893959565521,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;9-10-15;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,181,181
4,0.9,2,0.2056499184968039,0.0131097923197182,9-10;10-12,l1,True,dry_bean_uci,dry_bean_uci,181,181
8,0.9,7,0.2153691128117721,0.0149755063331772,1-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,181,181
8,0.6,8,0.2154766024354202,0.0149963487335042,1-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12,l1,False,dry_bean_uci,dry_bean_uci,181,181
16,0.9,12,0.2154355824069009,0.0151302498616165,1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,181,181
16,0.8,14,0.2167210292576937,0.0153992991119829,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,181,181
16,0.7,16,0.2171097542713258,0.0156051133292191,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-5-14;4-11-14;5-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,181,181
