dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,selection_seconds,selected_c,chosen_q,chosen_pi,base_fit_count,warning_count,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,run_mean_jaccard
S01,S01,1129,1129,SC-L1,16,680,3,0.0060871999885421,0.0005244000058155,289914880,0.8910714285714286,0.8910544058223383,0.2322860724842293,0.9669132653061224,1.0,1.0,1.0,0,0.0,,,14.666439499997068,,4.0,0.9,80,0,3.0,3.0,0.2170452832303826,0.0168941977607423,0.2339394809911249,1.0
S01,S01,1129,1129,SC-SHIL,16,680,3,0.006795699999202,0.0003127999952994,256176128,0.8910714285714286,0.8910544058223383,0.2322860724842293,0.9669132653061224,1.0,1.0,1.0,0,0.0,,,17.492170600016834,,4.0,0.9,80,0,3.0,3.0,0.2170452832303826,0.0168941977607423,0.2339394809911249,1.0
S01,S01,1151,1151,L1-full,16,680,304,0.0295757999992929,0.0048498999967705,237780992,0.8625,0.8624012764260072,0.4312470568043893,0.9425510204081632,0.0098684210526315,1.0,0.019543973941368,301,0.9901315789473684,,,0.5963662999856751,0.25,,,5,0,,,,,,0.05814647265828391
S01,S01,1151,1151,L1-top8,16,680,8,0.0049078000010922,0.0006266999989748,238006272,0.9017857142857144,0.901715197447148,0.2058873292700153,0.9752551020408164,0.375,1.0,0.5454545454545454,5,0.625,,,0.5963662999856751,0.25,8.0,,5,0,,,,,,0.23076923076923078
S01,S01,1151,1151,L1-match,16,680,3,0.003541900019627,0.0004430999979376,238014464,0.9,0.8999183006535948,0.2028318169696568,0.9761352040816328,1.0,1.0,1.0,0,0.0,,,0.5963662999856751,0.25,3.0,,5,0,,,,,,1.0
S01,S01,1151,1151,SHIL-k8,16,680,8,0.0045247999951243,0.0004415999865159,238014464,0.9,0.8999374609130707,0.2049606722416915,0.975127551020408,0.375,1.0,0.5454545454545454,5,0.625,,,0.4598750000004656,,8.0,,1,0,,,,,,0.25356125356125353
S01,S01,1151,1151,SC-L1,16,680,3,0.005229500005953,0.0003087999939452,292831232,0.9,0.8999183006535948,0.2028318169696568,0.9761352040816328,1.0,1.0,1.0,0,0.0,,,15.739125799998874,,4.0,0.9,80,0,3.0,3.0,0.1906002161445489,0.0155023956815257,0.2061026118260746,1.0
S01,S01,1151,1151,SC-SHIL,16,680,3,0.0050377000006847,0.0002598999999463,259031040,0.9,0.8999183006535948,0.2028318169696568,0.9761352040816328,1.0,1.0,1.0,0,0.0,,,18.447470300015997,,4.0,0.9,80,0,3.0,3.0,0.1906002161445489,0.0155023956815257,0.2061026118260746,1.0
S01,S01,1171,1171,L1-full,16,680,28,0.0042859000095631,0.0004094999749213,240160768,0.8767857142857143,0.8767821780599571,0.2932828093632953,0.949795918367347,0.1071428571428571,1.0,0.1935483870967741,25,0.8928571428571429,,,0.3764498000091407,0.05,,,5,0,,,,,,0.07438735973606356
S01,S01,1171,1171,L1-top8,16,680,8,0.0033543999888934,0.0002652000111993,240164864,0.8785714285714286,0.8785714285714286,0.2689139323947689,0.9558928571428572,0.375,1.0,0.5454545454545454,5,0.625,,,0.3764498000091407,0.05,8.0,,5,0,,,,,,0.25356125356125353
S01,S01,1171,1171,L1-match,16,680,3,0.0030400000105146,0.0002103000006172,240173056,0.875,0.874998405591908,0.2527016766568195,0.9602168367346938,1.0,1.0,1.0,0,0.0,,,0.3764498000091407,0.05,3.0,,5,0,,,,,,1.0
S01,S01,1171,1171,SHIL-k8,16,680,8,0.004791200015461,0.0002652999828569,240173056,0.8732142857142857,0.8732041776289563,0.2578704420857798,0.9588010204081634,0.375,1.0,0.5454545454545454,5,0.625,,,0.3567306000040844,,8.0,,1,0,,,,,,0.23076923076923078
S01,S01,1171,1171,SC-L1,16,680,3,0.0050543000106699,0.000520100002177,295235584,0.875,0.874998405591908,0.2527016766568195,0.9602168367346938,1.0,1.0,1.0,0,0.0,,,14.623469600017415,,4.0,0.9,80,0,3.0,3.0,0.2083490127071191,0.0176170469511706,0.2259660596582897,1.0
S01,S01,1171,1171,SC-SHIL,16,680,3,0.0034371000074315,0.000273699988611,261451776,0.875,0.874998405591908,0.2527016766568195,0.9602168367346938,1.0,1.0,1.0,0,0.0,,,21.29131690002396,,4.0,0.9,80,0,3.0,3.0,0.2083490127071191,0.0176170469511706,0.2259660596582897,1.0
S01,S01,1181,1181,L1-full,16,680,38,0.0048873999912757,0.0007576000061817,242315264,0.8803571428571428,0.880353709130683,0.2588314720388293,0.9603571428571428,0.0789473684210526,1.0,0.1463414634146341,35,0.9210526315789472,,,0.8711873000138439,0.05,,,5,0,,,,,,0.06487801539418772
S01,S01,1181,1181,L1-top8,16,680,8,0.0039235000149346,0.0002893999917432,242331648,0.8839285714285714,0.8839252402014088,0.2372495377657434,0.9653188775510204,0.375,1.0,0.5454545454545454,5,0.625,,,0.8711873000138439,0.05,8.0,,5,0,,,,,,0.23076923076923078
S01,S01,1181,1181,L1-match,16,680,3,0.0037938999885227,0.0002324000233784,242335744,0.9017857142857144,0.9017854011014066,0.2200383750522146,0.9701147959183672,1.0,1.0,1.0,0,0.0,,,0.8711873000138439,0.05,3.0,,5,0,,,,,,1.0
S01,S01,1181,1181,SHIL-k8,16,680,8,0.0042084000015165,0.0002729999832808,242339840,0.8982142857142857,0.8982113644843124,0.2270812763932941,0.9683545918367346,0.375,1.0,0.5454545454545454,5,0.625,,,0.4490553000068757,,8.0,,1,0,,,,,,0.23076923076923078
S01,S01,1181,1181,SC-L1,16,680,3,0.0031659000087529,0.0002884999848902,297361408,0.9017857142857144,0.9017854011014066,0.2200383750522146,0.9701147959183672,1.0,1.0,1.0,0,0.0,,,15.114083599997684,,4.0,0.9,80,0,3.0,3.0,0.1938960166303054,0.0162902537994669,0.2101862704297724,1.0
S01,S01,1181,1181,SC-SHIL,16,680,3,0.0036408999876584,0.0002244999923277,263557120,0.9017857142857144,0.9017854011014066,0.2200383750522146,0.9701147959183672,1.0,1.0,1.0,0,0.0,,,18.81527570000617,,4.0,0.9,80,0,3.0,3.0,0.1938960166303054,0.0162902537994669,0.2101862704297724,1.0
S01,S01,1201,1201,L1-full,16,680,44,0.0064944000041577,0.0006982999911997,244477952,0.8964285714285715,0.896407430087773,0.2612624373410967,0.9593494897959184,0.0681818181818181,1.0,0.1276595744680851,41,0.9318181818181818,,,0.4403947999817319,0.05,,,5,0,,,,,,0.0690692594756749
S01,S01,1201,1201,L1-top8,16,680,8,0.0040984000079333,0.0009479000000283,244494336,0.8910714285714286,0.8910126949791182,0.2331568449428367,0.9664030612244898,0.375,1.0,0.5454545454545454,5,0.625,,,0.4403947999817319,0.05,8.0,,5,0,,,,,,0.23076923076923078
S01,S01,1201,1201,L1-match,16,680,3,0.0065001999901141,0.0004277999978512,244510720,0.9053571428571427,0.9052891902672516,0.2162311839368501,0.9716198979591836,1.0,1.0,1.0,0,0.0,,,0.4403947999817319,0.05,3.0,,5,0,,,,,,1.0
S01,S01,1201,1201,SHIL-k8,16,680,8,0.0046839999849908,0.0004096000047866,244510720,0.9035714285714286,0.9035111230233182,0.2184272344677702,0.9704974489795918,0.375,1.0,0.5454545454545454,5,0.625,,,0.4466592999815475,,8.0,,1,0,,,,,,0.23076923076923078
S01,S01,1201,1201,SC-L1,16,680,3,0.0049227000272367,0.0003878000134136,299528192,0.9053571428571427,0.9052891902672516,0.2162311839368501,0.9716198979591836,1.0,1.0,1.0,0,0.0,,,13.806434200028889,,4.0,0.9,80,0,3.0,3.0,0.2474161927920931,0.01955955911454,0.2669757519066332,1.0
S01,S01,1201,1201,SC-SHIL,16,680,3,0.0047720999864395,0.00033720000647,265723904,0.9053571428571427,0.9052891902672516,0.2162311839368501,0.9716198979591836,1.0,1.0,1.0,0,0.0,,,19.73752969998168,,4.0,0.9,80,0,3.0,3.0,0.2474161927920931,0.01955955911454,0.2669757519066332,1.0
S01,S01,1213,1213,L1-full,16,680,32,0.0051184000039938,0.000527600001078,246648832,0.8928571428571429,0.8928516761059238,0.2448164436739175,0.9635076530612244,0.09375,1.0,0.1714285714285714,29,0.90625,,,0.7422312000126112,0.05,,,5,0,,,,,,0.07652898186858267
S01,S01,1213,1213,L1-top8,16,680,8,0.0036373000184539,0.0002923000138252,246661120,0.9089285714285714,0.9089282810213042,0.2247035406605406,0.9689285714285716,0.375,1.0,0.5454545454545454,5,0.625,,,0.7422312000126112,0.05,8.0,,5,0,,,,,,0.24216524216524216
S01,S01,1213,1213,L1-match,16,680,3,0.0046935999998822,0.000304999994114,246661120,0.9,0.8999987244735265,0.2320514846363529,0.9664923469387756,1.0,1.0,1.0,0,0.0,,,0.7422312000126112,0.05,3.0,,5,0,,,,,,1.0
S01,S01,1213,1213,SHIL-k8,16,680,8,0.0040605000103823,0.000340899976436,246669312,0.9017857142857144,0.9017854011014066,0.2381817331244778,0.9650765306122449,0.375,1.0,0.5454545454545454,5,0.625,,,0.649429599987343,,8.0,,1,0,,,,,,0.24216524216524216
S01,S01,1213,1213,SC-L1,16,680,3,0.004943199979607,0.0002659000165294,301678592,0.9,0.8999987244735265,0.2320514846363529,0.9664923469387756,1.0,1.0,1.0,0,0.0,,,17.478618299996015,,4.0,0.9,80,0,3.0,3.0,0.1948925877498137,0.0162614311925566,0.2111540189423704,1.0
S01,S01,1213,1213,SC-SHIL,16,680,3,0.005186299997149,0.000425299978815,267907072,0.9,0.8999987244735265,0.2320514846363529,0.9664923469387756,1.0,1.0,1.0,0,0.0,,,19.8437526000198,,4.0,0.9,80,0,3.0,3.0,0.1948925877498137,0.0162614311925566,0.2111540189423704,1.0
S01,S01,1231,1231,L1-full,16,680,35,0.0048408999864477,0.0005176000122446,248803328,0.8732142857142857,0.8732041776289563,0.261072956684283,0.9595025510204082,0.0857142857142857,1.0,0.1578947368421052,32,0.9142857142857144,,,0.6093706999963615,0.05,,,5,0,,,,,,0.0653393464397724
S01,S01,1231,1231,L1-top8,16,680,8,0.0039590000233147,0.0002678000018931,248811520,0.9017857142857144,0.9017478044781309,0.2180706540889246,0.970497448979592,0.375,1.0,0.5454545454545454,5,0.625,,,0.6093706999963615,0.05,8.0,,5,0,,,,,,0.23076923076923078
S01,S01,1231,1231,L1-match,16,680,3,0.0032745000207796,0.000281900021946,248819712,0.8982142857142857,0.8982061707725425,0.2119217920076018,0.9724489795918368,1.0,1.0,1.0,0,0.0,,,0.6093706999963615,0.05,3.0,,5,0,,,,,,1.0
S01,S01,1231,1231,SHIL-k8,16,680,8,0.0029256000125315,0.0002357000194024,248823808,0.9,0.8999681020733652,0.2155128181635608,0.9715816326530612,0.375,1.0,0.5454545454545454,5,0.625,,,0.462328499997966,,8.0,,1,0,,,,,,0.25356125356125353
S01,S01,1231,1231,SC-L1,16,680,3,0.0028690999897662,0.0002033000055234,303865856,0.8982142857142857,0.8982061707725425,0.2119217920076018,0.9724489795918368,1.0,1.0,1.0,0,0.0,,,14.05336609997903,,4.0,0.9,80,0,3.0,3.0,0.2221603212622672,0.0202535124295341,0.2424138336918014,1.0
S01,S01,1231,1231,SC-SHIL,16,680,3,0.0044697999837808,0.0003570000117179,270061568,0.8982142857142857,0.8982061707725425,0.2119217920076018,0.9724489795918368,1.0,1.0,1.0,0,0.0,,,19.40667359999497,,4.0,0.9,80,0,3.0,3.0,0.2221603212622672,0.0202535124295341,0.2424138336918014,1.0
S01,S01,1249,1249,L1-full,16,680,27,0.0041971000027842,0.0004696999967563,251895808,0.8982142857142857,0.8981879886067511,0.2276589471631608,0.9687627551020408,0.1111111111111111,1.0,0.1999999999999999,24,0.8888888888888888,,,0.5259505000140052,0.05,,,5,0,,,,,,0.06624416621261524
S01,S01,1249,1249,L1-top8,16,680,8,0.0042704000079538,0.0006834999949205,251904000,0.9035714285714286,0.9035665084953316,0.2214881136765017,0.9706377551020408,0.375,1.0,0.5454545454545454,5,0.625,,,0.5259505000140052,0.05,8.0,,5,0,,,,,,0.23076923076923078
S01,S01,1249,1249,L1-match,16,680,3,0.0048696000012569,0.0003604000085033,251904000,0.9035714285714286,0.9035517452541336,0.2053276038174608,0.974719387755102,1.0,1.0,1.0,0,0.0,,,0.5259505000140052,0.05,3.0,,5,0,,,,,,1.0
S01,S01,1249,1249,SHIL-k8,16,680,8,0.0032713999971747,0.0004614999925252,251912192,0.8982142857142857,0.8981749973682447,0.2066543194084763,0.974170918367347,0.375,1.0,0.5454545454545454,5,0.625,,,0.4164573999878485,,8.0,,1,0,,,,,,0.23076923076923078
S01,S01,1249,1249,SC-L1,16,680,3,0.0039901999989524,0.0002402999962214,306929664,0.9035714285714286,0.9035517452541336,0.2053276038174608,0.974719387755102,1.0,1.0,1.0,0,0.0,,,14.7222573000181,,4.0,0.9,80,0,3.0,3.0,0.2529833294000836,0.0207155789456272,0.2736989083457109,1.0
S01,S01,1249,1249,SC-SHIL,16,680,3,0.0031619000073987,0.0003187999827787,273129472,0.9035714285714286,0.9035517452541336,0.2053276038174608,0.974719387755102,1.0,1.0,1.0,0,0.0,,,17.063691500021378,,4.0,0.9,80,0,3.0,3.0,0.2529833294000836,0.0207155789456272,0.2736989083457109,1.0
S01,S01,1277,1277,L1-full,16,680,34,0.0058980000030715,0.0005078999965917,254173184,0.8857142857142857,0.8857084545129854,0.2863241216146709,0.9544770408163266,0.088235294117647,1.0,0.1621621621621622,31,0.9117647058823528,,,0.4201819000008981,0.05,,,5,0,,,,,,0.06973968914218359
S01,S01,1277,1277,L1-top8,16,680,8,0.0034307999885641,0.0002588000206742,254185472,0.9017857142857144,0.9017828955550382,0.2471671787966387,0.9619387755102042,0.375,1.0,0.5454545454545454,5,0.625,,,0.4201819000008981,0.05,8.0,,5,0,,,,,,0.24216524216524216
S01,S01,1277,1277,L1-match,16,680,3,0.0033415999787393,0.0002153000095859,254193664,0.8964285714285715,0.8964232869023929,0.2422075722921058,0.9634948979591836,1.0,1.0,1.0,0,0.0,,,0.4201819000008981,0.05,3.0,,5,0,,,,,,1.0
S01,S01,1277,1277,SHIL-k8,16,680,8,0.0046366000024136,0.0005458999949041,254197760,0.8892857142857142,0.8892857142857142,0.2466589618577636,0.9621428571428572,0.375,1.0,0.5454545454545454,5,0.625,,,0.4054269999905955,,8.0,,1,0,,,,,,0.23076923076923078
S01,S01,1277,1277,SC-L1,16,680,3,0.0039561000012326,0.0002854999911505,309084160,0.8964285714285715,0.8964232869023929,0.2422075722921058,0.9634948979591836,1.0,1.0,1.0,0,0.0,,,15.306698900007175,,4.0,0.9,80,0,3.0,3.0,0.2132858022775662,0.0178020101747683,0.2310878124523345,1.0
S01,S01,1277,1277,SC-SHIL,16,680,3,0.0040224000113084,0.0002258000022266,275304448,0.8964285714285715,0.8964232869023929,0.2422075722921058,0.9634948979591836,1.0,1.0,1.0,0,0.0,,,18.82077620000928,,4.0,0.9,80,0,3.0,3.0,0.2132858022775662,0.0178020101747683,0.2310878124523345,1.0
S02,S02,1103,1103,L1-full,16,680,47,0.0069761000049766,0.0009685000113677,256376832,0.8375,0.8374994818223273,0.3406471380915472,0.9320408163265306,0.0638297872340425,1.0,0.12,44,0.9361702127659576,,,0.6015450000122655,0.05,,,5,0,,,,,,0.08448882653724782
S02,S02,1103,1103,L1-top8,16,680,8,0.0034693999914452,0.0003155000158585,256393216,0.8535714285714285,0.853524720893142,0.3017236555459165,0.9425127551020408,0.375,1.0,0.5454545454545454,5,0.625,,,0.6015450000122655,0.05,8.0,,5,0,,,,,,0.23076923076923078
S02,S02,1103,1103,L1-match,16,680,3,0.0033490000059828,0.0002534000086598,256401408,0.8589285714285714,0.8589065255731922,0.2829693457297451,0.9497448979591836,1.0,1.0,1.0,0,0.0,,,0.6015450000122655,0.05,3.0,,5,0,,,,,,1.0
S02,S02,1103,1103,SHIL-k8,16,680,8,0.0040419000142719,0.0003393999941181,256401408,0.8678571428571429,0.867830169422331,0.2852569643611523,0.9503316326530612,0.375,1.0,0.5454545454545454,5,0.625,,,0.4336667000025045,,8.0,,1,0,,,,,,0.23076923076923078
S02,S02,1103,1103,SC-L1,16,680,3,0.0039053999935276,0.0002657999866642,311382016,0.8589285714285714,0.8589065255731922,0.2829693457297451,0.9497448979591836,1.0,1.0,1.0,0,0.0,,,14.239713799994206,,4.0,0.9,80,0,3.0,3.0,0.2951458862091851,0.02060871681524,0.3157546030244251,1.0
S02,S02,1103,1103,SC-SHIL,16,680,3,0.0035951999889221,0.0002384000108577,277594112,0.8589285714285714,0.8589065255731922,0.2829693457297451,0.9497448979591836,1.0,1.0,1.0,0,0.0,,,18.224620199995115,,4.0,0.9,80,0,3.0,3.0,0.2951458862091851,0.02060871681524,0.3157546030244251,1.0
S02,S02,1129,1129,L1-full,16,680,50,0.0098278000077698,0.0011498999956529,258482176,0.8535714285714285,0.8535546172392239,0.3271129259553649,0.935841836734694,0.06,1.0,0.1132075471698113,47,0.94,,,0.7425716999860015,0.05,,,5,0,,,,,,0.07362619230376709
S02,S02,1129,1129,L1-top8,16,680,8,0.0071151999873109,0.0009304000122938,258494464,0.8589285714285714,0.8589245227063277,0.2973366438323504,0.9434821428571428,0.375,1.0,0.5454545454545454,5,0.625,,,0.7425716999860015,0.05,8.0,,5,0,,,,,,0.23076923076923078
S02,S02,1129,1129,L1-match,16,680,3,0.0060158999986015,0.0011037000222131,258498560,0.8625,0.8624890377102766,0.2853290381476753,0.9484438775510204,1.0,1.0,1.0,0,0.0,,,0.7425716999860015,0.05,3.0,,5,0,,,,,,1.0
S02,S02,1129,1129,SHIL-k8,16,680,8,0.0093504000105895,0.000568600022234,258506752,0.8678571428571429,0.8678504005306393,0.2883797894233317,0.9474234693877552,0.375,1.0,0.5454545454545454,5,0.625,,,0.7272120999987237,,8.0,,1,0,,,,,,0.24216524216524216
S02,S02,1129,1129,SC-L1,16,680,3,0.0072231000231113,0.0007022999925538,313511936,0.8625,0.8624890377102766,0.2853290381476753,0.9484438775510204,1.0,1.0,1.0,0,0.0,,,14.968216000008397,,4.0,0.9,80,0,3.0,3.0,0.3334348083140239,0.0221172783461598,0.3555520866601838,1.0
S02,S02,1129,1129,SC-SHIL,16,680,3,0.0062543000094592,0.0008144000021275,279777280,0.8625,0.8624890377102766,0.2853290381476753,0.9484438775510204,1.0,1.0,1.0,0,0.0,,,19.32311070003197,,4.0,0.9,80,0,3.0,3.0,0.3334348083140239,0.0221172783461598,0.3555520866601838,1.0
S02,S02,1151,1151,L1-full,16,680,72,0.0217031000065617,0.0042451000190339,195981312,0.8571428571428571,0.8570772293400031,0.333331694227952,0.9311096938775508,0.0416666666666666,1.0,0.0799999999999999,69,0.9583333333333334,,,1.2361767999827862,0.05,,,5,0,,,,,,0.07920408802037215
S02,S02,1151,1151,L1-top8,16,680,8,0.010161500016693,0.001034700020682,196001792,0.8464285714285714,0.8464207357518241,0.3028829928561824,0.9418239795918368,0.375,1.0,0.5454545454545454,5,0.625,,,1.2361767999827862,0.05,8.0,,5,0,,,,,,0.23076923076923078
S02,S02,1151,1151,L1-match,16,680,3,0.0091260999906808,0.0006989999965298,196009984,0.8535714285714285,0.8535546172392239,0.3034158156736473,0.941045918367347,1.0,1.0,1.0,0,0.0,,,1.2361767999827862,0.05,3.0,,5,0,,,,,,1.0
S02,S02,1151,1151,SHIL-k8,16,680,8,0.0080722999991849,0.0013632999907713,196009984,0.8553571428571428,0.8553456110978235,0.3008482766077462,0.9428316326530612,0.375,1.0,0.5454545454545454,5,0.625,,,1.0353452999843284,,8.0,,1,0,,,,,,0.23076923076923078
S02,S02,1151,1151,SC-L1,16,680,3,0.0094388999859802,0.001091499987524,315715584,0.8535714285714285,0.8535546172392239,0.3034158156736473,0.941045918367347,1.0,1.0,1.0,0,0.0,,,23.251527100015664,,4.0,0.9,80,0,3.0,3.0,0.3183192489960481,0.0200019130336347,0.3383211620296829,1.0
S02,S02,1151,1151,SC-SHIL,16,680,3,0.0058085999917238,0.0010033999860752,281903104,0.8535714285714285,0.8535546172392239,0.3034158156736473,0.941045918367347,1.0,1.0,1.0,0,0.0,,,22.07540780000272,,4.0,0.9,80,0,3.0,3.0,0.3183192489960481,0.0200019130336347,0.3383211620296829,1.0
S02,S02,1171,1171,L1-full,16,680,60,0.0064140999747905,0.0010344000183977,198533120,0.7982142857142858,0.7981827517692497,0.4113077491967588,0.901109693877551,0.05,1.0,0.0952380952380952,57,0.95,,,0.671737700002268,0.05,,,5,0,,,,,,0.08959176194954298
S02,S02,1171,1171,L1-top8,16,680,8,0.0051107000035699,0.0004277999978512,198549504,0.8178571428571428,0.8178478493800705,0.3578791698058834,0.9152933673469388,0.375,1.0,0.5454545454545454,5,0.625,,,0.671737700002268,0.05,8.0,,5,0,,,,,,0.24216524216524218
S02,S02,1171,1171,L1-match,16,680,3,0.0039171999960672,0.0002739999908953,198553600,0.8303571428571429,0.8303306320183956,0.3440602082096198,0.9212372448979592,1.0,1.0,1.0,0,0.0,,,0.671737700002268,0.05,3.0,,5,0,,,,,,1.0
S02,S02,1171,1171,SHIL-k8,16,680,8,0.0034944999788422,0.0004642000130843,198557696,0.8303571428571429,0.8303306320183956,0.3468478845989345,0.919158163265306,0.375,1.0,0.5454545454545454,5,0.625,,,0.5942005999968387,,8.0,,1,0,,,,,,0.24216524216524218
S02,S02,1171,1171,SC-L1,16,680,3,0.0043182000226806,0.0004122000245843,253554688,0.8303571428571429,0.8303306320183956,0.3440602082096198,0.9212372448979592,1.0,1.0,1.0,0,0.0,,,14.590169900038743,,4.0,0.9,80,0,3.0,3.0,0.2719857788379033,0.017015096673387,0.2890008755112904,1.0
S02,S02,1171,1171,SC-SHIL,16,680,3,0.0050785999919753,0.0004790999810211,219791360,0.8303571428571429,0.8303306320183956,0.3440602082096198,0.9212372448979592,1.0,1.0,1.0,0,0.0,,,20.51652649999596,,4.0,0.9,80,0,3.0,3.0,0.2719857788379033,0.017015096673387,0.2890008755112904,1.0
S02,S02,1181,1181,L1-full,16,680,59,0.0102294000098481,0.0006624000088777,201072640,0.8125,0.8124946187868911,0.3782720867146199,0.9128826530612244,0.0508474576271186,1.0,0.0967741935483871,56,0.9491525423728814,,,0.6773662000196055,0.05,,,5,0,,,,,,0.07773005454433253
S02,S02,1181,1181,L1-top8,16,680,8,0.0030956999980844,0.0002375999756623,201089024,0.8303571428571429,0.8303566019024295,0.3245605474282192,0.9300127551020408,0.375,1.0,0.5454545454545454,5,0.625,,,0.6773662000196055,0.05,8.0,,5,0,,,,,,0.23076923076923078
S02,S02,1181,1181,L1-match,16,680,3,0.0036844999995082,0.0003358999965712,201101312,0.8392857142857143,0.8392775141588857,0.3068660105835862,0.9375255102040816,1.0,1.0,1.0,0,0.0,,,0.6773662000196055,0.05,3.0,,5,0,,,,,,1.0
S02,S02,1181,1181,SHIL-k8,16,680,8,0.0039114000101108,0.0003826000029221,201113600,0.8357142857142857,0.8357142857142857,0.308135298129447,0.9365051020408164,0.375,1.0,0.5454545454545454,5,0.625,,,0.5460672999906819,,8.0,,1,0,,,,,,0.24216524216524216
S02,S02,1181,1181,SC-L1,16,680,3,0.0044597999949473,0.0003111999831162,256122880,0.8392857142857143,0.8392775141588857,0.3068660105835862,0.9375255102040816,1.0,1.0,1.0,0,0.0,,,14.80970830001752,,4.0,0.9,80,0,3.0,3.0,0.3150671681360096,0.0193871538993903,0.3344543220354,1.0
S02,S02,1181,1181,SC-SHIL,16,680,3,0.0046237000206019,0.0003345000150147,222330880,0.8392857142857143,0.8392775141588857,0.3068660105835862,0.9375255102040816,1.0,1.0,1.0,0,0.0,,,19.571677099971566,,4.0,0.9,80,0,3.0,3.0,0.3150671681360096,0.0193871538993903,0.3344543220354,1.0
S02,S02,1201,1201,L1-full,16,680,57,0.0065178000077139,0.0007714999956078,203644928,0.8303571428571429,0.8302656725084627,0.3498771132940614,0.9251913265306122,0.0526315789473684,1.0,0.1,54,0.9473684210526316,,,0.5593150000204332,0.05,,,5,0,,,,,,0.07732109269755348
S02,S02,1201,1201,L1-top8,16,680,8,0.0036640999896917,0.0004246000025887,203653120,0.8410714285714286,0.8408476205378099,0.3144099630740091,0.9351275510204082,0.375,1.0,0.5454545454545454,5,0.625,,,0.5593150000204332,0.05,8.0,,5,0,,,,,,0.23076923076923078
